OrderLineID;OrderID;OrderDate;CustomerID;CustomerFirstName;CustomerLastName;CustomerEmail;CustomerPhone;CustomerCity;CustomerProvince;CustomerRegion;CustomerSegment;CustomerSignupDate;SalesRepID;SalesRepFirstName;SalesRepLastName;SalesRepEmail;SalesArea;ProductCode;ProductName;Category;Brand;UnitPriceEUR;Quantity;DiscountPct;WarehouseID;WarehouseName;WarehouseCity;WarehouseProvince;SalesChannel;PaymentMethod;OrderStatus;DeliveryDate;ShippingCostEUR;LineRevenueEUR
OL00007735;O0003143;2025-09-12;C02362;Giorgio;Marino;giorgio.marino2362@example.it;+393036639746;Genova;GE;Liguria;PMI;2024-10-26;S026;Luca;Greco;luca.greco26@example.it;Piemonte;P017;Smartphone Business;Mobile;NovaTech;649.00;7;0.00;W01;Milano Nord;Milano;MI;Telefono;Bonifico;Consegnato;2025-09-18;0.00;4543.00
OL00007736;O0003144;2025-08-01;C02364;Simone;Leone;simone.leone2364@example.it;+393555214616;Verona;VR;Veneto;Microimpresa;2025-01-28;S040;Federico;Ricci;federico.ricci40@example.it;Sicilia;P019;UPS 1000VA;Energia;Voltix;189.00;6;10.00;W02;Bologna Interporto;Bologna;BO;Commerciale;Carta;Reso;2025-08-03;7.90;1028.50
OL00007737;O0003144;2025-08-01;C02364;Simone;Leone;simone.leone2364@example.it;+393555214616;Verona;VR;Veneto;Microimpresa;2025-01-28;S040;Federico;Ricci;federico.ricci40@example.it;Sicilia;P003;Monitor 27 QHD;Informatica;Visionix;319.00;8;20.00;W02;Bologna Interporto;Bologna;BO;Commerciale;Carta;Reso;2025-08-03;4.90;2046.50
OL00007738;O0003144;2025-08-01;C02364;Simone;Leone;simone.leone2364@example.it;+393555214616;Verona;VR;Veneto;Microimpresa;2025-01-28;S040;Federico;Ricci;federico.ricci40@example.it;Sicilia;P018;Power Bank 20K;Mobile;Voltix;59.00;7;20.00;W02;Bologna Interporto;Bologna;BO;Commerciale;Carta;Reso;2025-08-03;7.90;338.30
OL00007739;O0003145;2024-10-12;C00169;Alice;Moretti;alice.moretti169@example.it;+393700020776;Torino;TO;Piemonte;PMI;2021-10-16;S039;Giulia;Esposito;giulia.esposito39@example.it;Toscana;P010;Switch 8 Porte;Rete;NetWave;79.00;1;15.00;W03;Roma Est;Roma;RM;E-commerce;Carta;Consegnato;2024-10-19;19.90;87.05
OL00007740;O0003145;2024-10-12;C00169;Alice;Moretti;alice.moretti169@example.it;+393700020776;Torino;TO;Piemonte;PMI;2021-10-16;S039;Giulia;Esposito;giulia.esposito39@example.it;Toscana;P018;Power Bank 20K;Mobile;Voltix;59.00;7;0.00;W03;Roma Est;Roma;RM;E-commerce;Carta;Consegnato;2024-10-19;0.00;413.00
OL00007741;O0003146;2024-09-29;C00461;Giulia;Fontana;giulia.fontana461@example.it;+393828342058;Pisa;PI;Toscana;Enterprise;2025-04-06;S001;Alessandro;Gallo;alessandro.gallo1@example.it;Lombardia;P025;Licenza Office Suite;Software;SoftBridge;149.00;3;10.00;W04;Napoli Hub;Napoli;NA;Commerciale;PayPal;Consegnato;2024-10-04;19.90;422.20
OL00007742;O0003147;2024-02-24;C01109;Elena;Longo;elena.longo1109@example.it;+393814006408;Roma;RM;Lazio;PMI;2021-10-30;S021;Simone;Ricci;simone.ricci21@example.it;Piemonte;P024;Cavo USB-C 2m;Accessori;Connecta;19.90;5;10.00;W03;Roma Est;Roma;RM;Commerciale;Bonifico;Consegnato;2024-02-28;0.00;89.55
OL00007743;O0003147;2024-02-24;C01109;Elena;Longo;elena.longo1109@example.it;+393814006408;Roma;RM;Lazio;PMI;2021-10-30;S021;Simone;Ricci;simone.ricci21@example.it;Piemonte;P028;Firewall Appliance;Rete;NetWave;1290.00;5;15.00;W03;Roma Est;Roma;RM;Commerciale;Bonifico;Consegnato;2024-02-28;0.00;5482.50
OL00007744;O0003148;2025-08-14;C00986;Laura;Romano;laura.romano986@example.it;+393712586260;Verona;VR;Veneto;Microimpresa;2021-11-27;S031;Giorgio;Ricci;giorgio.ricci31@example.it;Puglia;P008;NAS 2-Bay;Archiviazione;DataSafe;289.00;3;5.00;W01;Milano Nord;Milano;MI;Marketplace;Carta;Consegnato;2025-08-17;12.90;836.55
OL00007745;O0003148;2025-08-14;C00986;Laura;Romano;laura.romano986@example.it;+393712586260;Verona;VR;Veneto;Microimpresa;2021-11-27;S031;Giorgio;Ricci;giorgio.ricci31@example.it;Puglia;P005;Mouse Wireless;Accessori;KeyForge;49.90;6;5.00;W01;Milano Nord;Milano;MI;Marketplace;Carta;Consegnato;2025-08-17;0.00;284.43
OL00007746;O0003149;2024-06-04;C00991;Alice;Longo;alice.longo991@example.it;+393352647383;Padova;PD;Veneto;PMI;2021-08-02;S003;Laura;Romano;laura.romano3@example.it;Toscana;P026;Licenza Antivirus;Software;SoftBridge;39.00;8;15.00;W03;Roma Est;Roma;RM;Commerciale;Addebito diretto;Consegnato;2024-06-11;7.90;273.10
OL00007747;O0003149;2024-06-04;C00991;Alice;Longo;alice.longo991@example.it;+393352647383;Padova;PD;Veneto;PMI;2021-08-02;S003;Laura;Romano;laura.romano3@example.it;Toscana;P027;Server Tower;Informatica;NovaTech;2190.00;7;10.00;W03;Roma Est;Roma;RM;Commerciale;Addebito diretto;Consegnato;2024-06-11;0.00;13797.00
OL00007748;O0003149;2024-06-04;C00991;Alice;Longo;alice.longo991@example.it;+393352647383;Padova;PD;Veneto;PMI;2021-08-02;S003;Laura;Romano;laura.romano3@example.it;Toscana;P002;Notebook Air 13;Informatica;NovaTech;749.00;5;10.00;W03;Roma Est;Roma;RM;Commerciale;Addebito diretto;Consegnato;2024-06-11;19.90;3390.40
OL00007749;O0003150;2024-03-08;C00301;Stefano;Conti;stefano.conti301@example.it;+393422168092;Napoli;NA;Campania;PMI;2023-07-31;S001;Alessandro;Gallo;alessandro.gallo1@example.it;Lombardia;P011;Stampante Laser;Ufficio;Printiva;239.00;6;5.00;W03;Roma Est;Roma;RM;Telefono;PayPal;Annullato;;19.90;1382.20
OL00007750;O0003150;2024-03-08;C00301;Stefano;Conti;stefano.conti301@example.it;+393422168092;Napoli;NA;Campania;PMI;2023-07-31;S001;Alessandro;Gallo;alessandro.gallo1@example.it;Lombardia;P004;Tastiera Meccanica;Accessori;KeyForge;109.00;6;10.00;W03;Roma Est;Roma;RM;Telefono;PayPal;Annullato;;0.00;588.60
OL00007751;O0003150;2024-03-08;C00301;Stefano;Conti;stefano.conti301@example.it;+393422168092;Napoli;NA;Campania;PMI;2023-07-31;S001;Alessandro;Gallo;alessandro.gallo1@example.it;Lombardia;P029;Proiettore Business;Video;Visionix;699.00;4;0.00;W03;Roma Est;Roma;RM;Telefono;PayPal;Annullato;;12.90;2808.90
OL00007752;O0003150;2024-03-08;C00301;Stefano;Conti;stefano.conti301@example.it;+393422168092;Napoli;NA;Campania;PMI;2023-07-31;S001;Alessandro;Gallo;alessandro.gallo1@example.it;Lombardia;P016;Tablet 11;Mobile;NovaTech;529.00;1;20.00;W03;Roma Est;Roma;RM;Telefono;PayPal;Annullato;;12.90;436.10
OL00007753;O0003151;2024-10-29;C01674;Giulia;Greco;giulia.greco1674@example.it;+393606540043;Firenze;FI;Toscana;Microimpresa;2022-05-07;S013;Ilaria;Ricci;ilaria.ricci13@example.it;Sicilia;P022;Scrivania Regolabile;Arredo;FormaOffice;579.00;5;0.00;W03;Roma Est;Roma;RM;Marketplace;PayPal;Spedito;2024-11-04;19.90;2914.90
OL00007754;O0003152;2024-01-09;C01865;Davide;Marino;davide.marino1865@example.it;+393363946690;Venezia;VE;Veneto;Microimpresa;2021-12-18;S016;Andrea;Costa;andrea.costa16@example.it;Veneto;P025;Licenza Office Suite;Software;SoftBridge;149.00;6;20.00;W05;Torino Ovest;Torino;TO;E-commerce;PayPal;Consegnato;2024-01-11;12.90;728.10
OL00007755;O0003152;2024-01-09;C01865;Davide;Marino;davide.marino1865@example.it;+393363946690;Venezia;VE;Veneto;Microimpresa;2021-12-18;S016;Andrea;Costa;andrea.costa16@example.it;Veneto;P030;Speaker Conference;Audio;SoundPeak;179.00;1;10.00;W05;Torino Ovest;Torino;TO;E-commerce;PayPal;Consegnato;2024-01-11;4.90;166.00
OL00007756;O0003153;2024-10-06;C02060;Marco;Longo;marco.longo2060@example.it;+393158446808;Venezia;VE;Veneto;PMI;2021-06-18;S007;Matteo;Bianchi;matteo.bianchi7@example.it;Sicilia;P011;Stampante Laser;Ufficio;Printiva;239.00;5;5.00;W01;Milano Nord;Milano;MI;E-commerce;Carta;Consegnato;2024-10-07;0.00;1135.25
OL00007757;O0003153;2024-10-06;C02060;Marco;Longo;marco.longo2060@example.it;+393158446808;Venezia;VE;Veneto;PMI;2021-06-18;S007;Matteo;Bianchi;matteo.bianchi7@example.it;Sicilia;P023;Hub HDMI;Accessori;Connecta;39.00;3;0.00;W01;Milano Nord;Milano;MI;E-commerce;Carta;Consegnato;2024-10-07;0.00;117.00
OL00007758;O0003154;2025-01-28;C01886;Ilaria;Moretti;ilaria.moretti1886@example.it;+393535592110;Lecce;LE;Puglia;Microimpresa;2022-11-23;S040;Federico;Ricci;federico.ricci40@example.it;Sicilia;P019;UPS 1000VA;Energia;Voltix;189.00;3;5.00;W02;Bologna Interporto;Bologna;BO;Commerciale;Addebito diretto;Consegnato;2025-02-03;4.90;543.55
OL00007759;O0003154;2025-01-28;C01886;Ilaria;Moretti;ilaria.moretti1886@example.it;+393535592110;Lecce;LE;Puglia;Microimpresa;2022-11-23;S040;Federico;Ricci;federico.ricci40@example.it;Sicilia;P002;Notebook Air 13;Informatica;NovaTech;749.00;6;10.00;W02;Bologna Interporto;Bologna;BO;Commerciale;Addebito diretto;Consegnato;2025-02-03;0.00;4044.60
OL00007760;O0003154;2025-01-28;C01886;Ilaria;Moretti;ilaria.moretti1886@example.it;+393535592110;Lecce;LE;Puglia;Microimpresa;2022-11-23;S040;Federico;Ricci;federico.ricci40@example.it;Sicilia;P023;Hub HDMI;Accessori;Connecta;39.00;4;0.00;W02;Bologna Interporto;Bologna;BO;Commerciale;Addebito diretto;Consegnato;2025-02-03;0.00;156.00
OL00007761;O0003154;2025-01-28;C01886;Ilaria;Moretti;ilaria.moretti1886@example.it;+393535592110;Lecce;LE;Puglia;Microimpresa;2022-11-23;S040;Federico;Ricci;federico.ricci40@example.it;Sicilia;P020;Lampada Desk LED;Arredo;FormaOffice;44.00;3;0.00;W02;Bologna Interporto;Bologna;BO;Commerciale;Addebito diretto;Consegnato;2025-02-03;0.00;132.00
OL00007762;O0003155;2025-06-02;C01715;Stefano;Conti;stefano.conti1715@example.it;+393750001446;Pisa;PI;Toscana;Enterprise;2023-01-18;S026;Luca;Greco;luca.greco26@example.it;Piemonte;P004;Tastiera Meccanica;Accessori;KeyForge;109.00;8;15.00;W01;Milano Nord;Milano;MI;Telefono;Addebito diretto;Consegnato;2025-06-08;0.00;741.20
OL00007763;O0003155;2025-06-02;C01715;Stefano;Conti;stefano.conti1715@example.it;+393750001446;Pisa;PI;Toscana;Enterprise;2023-01-18;S026;Luca;Greco;luca.greco26@example.it;Piemonte;P023;Hub HDMI;Accessori;Connecta;39.00;3;0.00;W01;Milano Nord;Milano;MI;Telefono;Addebito diretto;Consegnato;2025-06-08;7.90;124.90
OL00007764;O0003155;2025-06-02;C01715;Stefano;Conti;stefano.conti1715@example.it;+393750001446;Pisa;PI;Toscana;Enterprise;2023-01-18;S026;Luca;Greco;luca.greco26@example.it;Piemonte;P014;Cuffie Conference;Audio;SoundPeak;99.00;4;0.00;W01;Milano Nord;Milano;MI;Telefono;Addebito diretto;Consegnato;2025-06-08;0.00;396.00
OL00007765;O0003155;2025-06-02;C01715;Stefano;Conti;stefano.conti1715@example.it;+393750001446;Pisa;PI;Toscana;Enterprise;2023-01-18;S026;Luca;Greco;luca.greco26@example.it;Piemonte;P006;Dock USB-C;Accessori;Connecta;89.00;7;0.00;W01;Milano Nord;Milano;MI;Telefono;Addebito diretto;Consegnato;2025-06-08;0.00;623.00
OL00007766;O0003156;2025-06-06;C01066;Andrea;Costa;andrea.costa1066@example.it;+393026179123;Salerno;SA;Campania;Microimpresa;2021-05-18;S017;Giulia;Lombardi;giulia.lombardi17@example.it;Piemonte;P023;Hub HDMI;Accessori;Connecta;39.00;4;0.00;W01;Milano Nord;Milano;MI;E-commerce;Addebito diretto;Consegnato;2025-06-08;12.90;168.90
OL00007767;O0003156;2025-06-06;C01066;Andrea;Costa;andrea.costa1066@example.it;+393026179123;Salerno;SA;Campania;Microimpresa;2021-05-18;S017;Giulia;Lombardi;giulia.lombardi17@example.it;Piemonte;P001;Notebook Pro 14;Informatica;NovaTech;899.00;4;0.00;W01;Milano Nord;Milano;MI;E-commerce;Addebito diretto;Consegnato;2025-06-08;12.90;3608.90
OL00007768;O0003156;2025-06-06;C01066;Andrea;Costa;andrea.costa1066@example.it;+393026179123;Salerno;SA;Campania;Microimpresa;2021-05-18;S017;Giulia;Lombardi;giulia.lombardi17@example.it;Piemonte;P030;Speaker Conference;Audio;SoundPeak;179.00;1;15.00;W01;Milano Nord;Milano;MI;E-commerce;Addebito diretto;Consegnato;2025-06-08;7.90;160.05
OL00007769;O0003156;2025-06-06;C01066;Andrea;Costa;andrea.costa1066@example.it;+393026179123;Salerno;SA;Campania;Microimpresa;2021-05-18;S017;Giulia;Lombardi;giulia.lombardi17@example.it;Piemonte;P029;Proiettore Business;Video;Visionix;699.00;3;0.00;W01;Milano Nord;Milano;MI;E-commerce;Addebito diretto;Consegnato;2025-06-08;4.90;2101.90
OL00007770;O0003157;2025-01-02;C00510;Andrea;Caruso;andrea.caruso510@example.it;+393384411039;Bari;BA;Puglia;PMI;2021-07-31;S032;Martina;Costa;martina.costa32@example.it;Sicilia;P009;Router Wi-Fi 6;Rete;NetWave;159.00;4;0.00;W01;Milano Nord;Milano;MI;Commerciale;Addebito diretto;Consegnato;2025-01-06;4.90;640.90
OL00007771;O0003158;2024-11-06;C01222;Francesca;Fontana;francesca.fontana1222@example.it;+393786856142;Firenze;FI;Toscana;PMI;2023-08-03;S034;Stefano;Leone;stefano.leone34@example.it;Puglia;P003;Monitor 27 QHD;Informatica;Visionix;319.00;5;10.00;W01;Milano Nord;Milano;MI;Commerciale;PayPal;Consegnato;2024-11-08;0.00;1435.50
OL00007772;O0003158;2024-11-06;C01222;Francesca;Fontana;francesca.fontana1222@example.it;+393786856142;Firenze;FI;Toscana;PMI;2023-08-03;S034;Stefano;Leone;stefano.leone34@example.it;Puglia;P005;Mouse Wireless;Accessori;KeyForge;49.90;3;0.00;W01;Milano Nord;Milano;MI;Commerciale;PayPal;Consegnato;2024-11-08;0.00;149.70
OL00007773;O0003158;2024-11-06;C01222;Francesca;Fontana;francesca.fontana1222@example.it;+393786856142;Firenze;FI;Toscana;PMI;2023-08-03;S034;Stefano;Leone;stefano.leone34@example.it;Puglia;P030;Speaker Conference;Audio;SoundPeak;179.00;4;0.00;W01;Milano Nord;Milano;MI;Commerciale;PayPal;Consegnato;2024-11-08;4.90;720.90
OL00007774;O0003159;2024-11-23;C02287;Sara;Longo;sara.longo2287@example.it;+393706882486;Venezia;VE;Veneto;Microimpresa;2024-09-25;S014;Davide;Rinaldi;davide.rinaldi14@example.it;Lazio;P005;Mouse Wireless;Accessori;KeyForge;49.90;4;0.00;W05;Torino Ovest;Torino;TO;Marketplace;Addebito diretto;Consegnato;2024-11-25;12.90;212.50
OL00007775;O0003159;2024-11-23;C02287;Sara;Longo;sara.longo2287@example.it;+393706882486;Venezia;VE;Veneto;Microimpresa;2024-09-25;S014;Davide;Rinaldi;davide.rinaldi14@example.it;Lazio;P028;Firewall Appliance;Rete;NetWave;1290.00;1;5.00;W05;Torino Ovest;Torino;TO;Marketplace;Addebito diretto;Consegnato;2024-11-25;19.90;1245.40
OL00007776;O0003159;2024-11-23;C02287;Sara;Longo;sara.longo2287@example.it;+393706882486;Venezia;VE;Veneto;Microimpresa;2024-09-25;S014;Davide;Rinaldi;davide.rinaldi14@example.it;Lazio;P009;Router Wi-Fi 6;Rete;NetWave;159.00;1;5.00;W05;Torino Ovest;Torino;TO;Marketplace;Addebito diretto;Consegnato;2024-11-25;7.90;158.95
OL00007777;O0003159;2024-11-23;C02287;Sara;Longo;sara.longo2287@example.it;+393706882486;Venezia;VE;Veneto;Microimpresa;2024-09-25;S014;Davide;Rinaldi;davide.rinaldi14@example.it;Lazio;P007;SSD Esterno 1TB;Archiviazione;DataSafe;129.00;6;20.00;W05;Torino Ovest;Torino;TO;Marketplace;Addebito diretto;Consegnato;2024-11-25;12.90;632.10
OL00007778;O0003160;2024-09-22;C01902;Marco;Fontana;marco.fontana1902@example.it;+393189559710;Lecce;LE;Puglia;PMI;2022-08-31;S001;Alessandro;Gallo;alessandro.gallo1@example.it;Lombardia;P010;Switch 8 Porte;Rete;NetWave;79.00;6;15.00;W01;Milano Nord;Milano;MI;Telefono;Bonifico;Consegnato;2024-09-29;12.90;415.80
OL00007779;O0003160;2024-09-22;C01902;Marco;Fontana;marco.fontana1902@example.it;+393189559710;Lecce;LE;Puglia;PMI;2022-08-31;S001;Alessandro;Gallo;alessandro.gallo1@example.it;Lombardia;P017;Smartphone Business;Mobile;NovaTech;649.00;7;0.00;W01;Milano Nord;Milano;MI;Telefono;Bonifico;Consegnato;2024-09-29;19.90;4562.90
OL00007780;O0003160;2024-09-22;C01902;Marco;Fontana;marco.fontana1902@example.it;+393189559710;Lecce;LE;Puglia;PMI;2022-08-31;S001;Alessandro;Gallo;alessandro.gallo1@example.it;Lombardia;P029;Proiettore Business;Video;Visionix;699.00;3;10.00;W01;Milano Nord;Milano;MI;Telefono;Bonifico;Consegnato;2024-09-29;19.90;1907.20
OL00007781;O0003161;2025-06-03;C01458;Laura;Gallo;laura.gallo1458@example.it;+393712518605;Firenze;FI;Toscana;PMI;2022-09-21;S037;Luca;Barbieri;luca.barbieri37@example.it;Sicilia;P017;Smartphone Business;Mobile;NovaTech;649.00;4;0.00;W05;Torino Ovest;Torino;TO;Telefono;Addebito diretto;Consegnato;2025-06-09;0.00;2596.00
OL00007782;O0003161;2025-06-03;C01458;Laura;Gallo;laura.gallo1458@example.it;+393712518605;Firenze;FI;Toscana;PMI;2022-09-21;S037;Luca;Barbieri;luca.barbieri37@example.it;Sicilia;P008;NAS 2-Bay;Archiviazione;DataSafe;289.00;5;0.00;W05;Torino Ovest;Torino;TO;Telefono;Addebito diretto;Consegnato;2025-06-09;12.90;1457.90
OL00007783;O0003162;2024-10-23;C01266;Giulia;Barbieri;giulia.barbieri1266@example.it;+393217672965;Savona;SV;Liguria;Enterprise;2023-04-19;S024;Giorgio;Esposito;giorgio.esposito24@example.it;Emilia-Romagna;P029;Proiettore Business;Video;Visionix;699.00;2;5.00;W03;Roma Est;Roma;RM;E-commerce;Carta;Spedito;2024-10-30;0.00;1328.10
OL00007784;O0003163;2025-03-12;C00681;Ilaria;Fontana;ilaria.fontana681@example.it;+393380553315;Taranto;TA;Puglia;PMI;2023-06-07;S040;Federico;Ricci;federico.ricci40@example.it;Sicilia;P003;Monitor 27 QHD;Informatica;Visionix;319.00;1;0.00;W01;Milano Nord;Milano;MI;Telefono;Bonifico;Consegnato;2025-03-15;0.00;319.00
OL00007785;O0003163;2025-03-12;C00681;Ilaria;Fontana;ilaria.fontana681@example.it;+393380553315;Taranto;TA;Puglia;PMI;2023-06-07;S040;Federico;Ricci;federico.ricci40@example.it;Sicilia;P025;Licenza Office Suite;Software;SoftBridge;149.00;1;5.00;W01;Milano Nord;Milano;MI;Telefono;Bonifico;Consegnato;2025-03-15;7.90;149.45
OL00007786;O0003163;2025-03-12;C00681;Ilaria;Fontana;ilaria.fontana681@example.it;+393380553315;Taranto;TA;Puglia;PMI;2023-06-07;S040;Federico;Ricci;federico.ricci40@example.it;Sicilia;P023;Hub HDMI;Accessori;Connecta;39.00;1;0.00;W01;Milano Nord;Milano;MI;Telefono;Bonifico;Consegnato;2025-03-15;12.90;51.90
OL00007787;O0003164;2025-07-12;C00791;Giulia;Barbieri;giulia.barbieri791@example.it;+393185354719;Genova;GE;Liguria;PMI;2023-03-31;S032;Martina;Costa;martina.costa32@example.it;Sicilia;P017;Smartphone Business;Mobile;NovaTech;649.00;5;5.00;W03;Roma Est;Roma;RM;Commerciale;PayPal;Consegnato;2025-07-14;0.00;3082.75
OL00007788;O0003164;2025-07-12;C00791;Giulia;Barbieri;giulia.barbieri791@example.it;+393185354719;Genova;GE;Liguria;PMI;2023-03-31;S032;Martina;Costa;martina.costa32@example.it;Sicilia;P007;SSD Esterno 1TB;Archiviazione;DataSafe;129.00;5;10.00;W03;Roma Est;Roma;RM;Commerciale;PayPal;Consegnato;2025-07-14;12.90;593.40
OL00007789;O0003164;2025-07-12;C00791;Giulia;Barbieri;giulia.barbieri791@example.it;+393185354719;Genova;GE;Liguria;PMI;2023-03-31;S032;Martina;Costa;martina.costa32@example.it;Sicilia;P004;Tastiera Meccanica;Accessori;KeyForge;109.00;4;0.00;W03;Roma Est;Roma;RM;Commerciale;PayPal;Consegnato;2025-07-14;7.90;443.90
OL00007790;O0003164;2025-07-12;C00791;Giulia;Barbieri;giulia.barbieri791@example.it;+393185354719;Genova;GE;Liguria;PMI;2023-03-31;S032;Martina;Costa;martina.costa32@example.it;Sicilia;P005;Mouse Wireless;Accessori;KeyForge;49.90;2;0.00;W03;Roma Est;Roma;RM;Commerciale;PayPal;Consegnato;2025-07-14;12.90;112.70
OL00007791;O0003165;2024-08-07;C00107;Sara;Greco;sara.greco107@example.it;+393520531250;Bologna;BO;Emilia-Romagna;Enterprise;2025-01-12;S012;Martina;Santoro;martina.santoro12@example.it;Toscana;P016;Tablet 11;Mobile;NovaTech;529.00;3;5.00;W02;Bologna Interporto;Bologna;BO;E-commerce;Bonifico;Consegnato;2024-08-10;0.00;1507.65
OL00007792;O0003165;2024-08-07;C00107;Sara;Greco;sara.greco107@example.it;+393520531250;Bologna;BO;Emilia-Romagna;Enterprise;2025-01-12;S012;Martina;Santoro;martina.santoro12@example.it;Toscana;P024;Cavo USB-C 2m;Accessori;Connecta;19.90;1;0.00;W02;Bologna Interporto;Bologna;BO;E-commerce;Bonifico;Consegnato;2024-08-10;4.90;24.80
OL00007793;O0003165;2024-08-07;C00107;Sara;Greco;sara.greco107@example.it;+393520531250;Bologna;BO;Emilia-Romagna;Enterprise;2025-01-12;S012;Martina;Santoro;martina.santoro12@example.it;Toscana;P002;Notebook Air 13;Informatica;NovaTech;749.00;5;20.00;W02;Bologna Interporto;Bologna;BO;E-commerce;Bonifico;Consegnato;2024-08-10;7.90;3003.90
OL00007794;O0003165;2024-08-07;C00107;Sara;Greco;sara.greco107@example.it;+393520531250;Bologna;BO;Emilia-Romagna;Enterprise;2025-01-12;S012;Martina;Santoro;martina.santoro12@example.it;Toscana;P004;Tastiera Meccanica;Accessori;KeyForge;109.00;7;20.00;W02;Bologna Interporto;Bologna;BO;E-commerce;Bonifico;Consegnato;2024-08-10;0.00;610.40
OL00007795;O0003166;2024-09-07;C01827;Matteo;Rossi;matteo.rossi1827@example.it;+393830553213;Savona;SV;Liguria;Professionista;2021-11-27;S005;Elena;Bianchi;elena.bianchi5@example.it;Toscana;P029;Proiettore Business;Video;Visionix;699.00;3;0.00;W04;Napoli Hub;Napoli;NA;Telefono;Bonifico;Consegnato;2024-09-11;12.90;2109.90
OL00007796;O0003167;2025-11-06;C01660;Francesca;Greco;francesca.greco1660@example.it;+393421358136;Firenze;FI;Toscana;Enterprise;2024-02-07;S005;Elena;Bianchi;elena.bianchi5@example.it;Toscana;P024;Cavo USB-C 2m;Accessori;Connecta;19.90;6;5.00;W04;Napoli Hub;Napoli;NA;E-commerce;Bonifico;Consegnato;2025-11-10;4.90;118.33
OL00007797;O0003167;2025-11-06;C01660;Francesca;Greco;francesca.greco1660@example.it;+393421358136;Firenze;FI;Toscana;Enterprise;2024-02-07;S005;Elena;Bianchi;elena.bianchi5@example.it;Toscana;P006;Dock USB-C;Accessori;Connecta;89.00;1;5.00;W04;Napoli Hub;Napoli;NA;E-commerce;Bonifico;Consegnato;2025-11-10;0.00;84.55
OL00007798;O0003168;2024-01-29;C00395;Elena;Moretti;elena.moretti395@example.it;+393182424958;Cuneo;CN;Piemonte;Professionista;2023-07-30;S019;Elena;Leone;elena.leone19@example.it;Campania;P019;UPS 1000VA;Energia;Voltix;189.00;4;0.00;W02;Bologna Interporto;Bologna;BO;Marketplace;Bonifico;Consegnato;2024-02-02;0.00;756.00
OL00007799;O0003168;2024-01-29;C00395;Elena;Moretti;elena.moretti395@example.it;+393182424958;Cuneo;CN;Piemonte;Professionista;2023-07-30;S019;Elena;Leone;elena.leone19@example.it;Campania;P016;Tablet 11;Mobile;NovaTech;529.00;4;10.00;W02;Bologna Interporto;Bologna;BO;Marketplace;Bonifico;Consegnato;2024-02-02;19.90;1924.30
OL00007800;O0003168;2024-01-29;C00395;Elena;Moretti;elena.moretti395@example.it;+393182424958;Cuneo;CN;Piemonte;Professionista;2023-07-30;S019;Elena;Leone;elena.leone19@example.it;Campania;P008;NAS 2-Bay;Archiviazione;DataSafe;289.00;2;0.00;W02;Bologna Interporto;Bologna;BO;Marketplace;Bonifico;Consegnato;2024-02-02;19.90;597.90
OL00007801;O0003169;2024-03-24;C01062;Alessandro;Ricci;alessandro.ricci1062@example.it;+393783078636;Catania;CT;Sicilia;PMI;2025-03-10;S005;Elena;Bianchi;elena.bianchi5@example.it;Toscana;P026;Licenza Antivirus;Software;SoftBridge;39.00;6;5.00;W03;Roma Est;Roma;RM;E-commerce;Carta;Consegnato;2024-03-26;0.00;222.30
OL00007802;O0003169;2024-03-24;C01062;Alessandro;Ricci;alessandro.ricci1062@example.it;+393783078636;Catania;CT;Sicilia;PMI;2025-03-10;S005;Elena;Bianchi;elena.bianchi5@example.it;Toscana;P003;Monitor 27 QHD;Informatica;Visionix;319.00;6;5.00;W03;Roma Est;Roma;RM;E-commerce;Carta;Consegnato;2024-03-26;19.90;1838.20
OL00007803;O0003169;2024-03-24;C01062;Alessandro;Ricci;alessandro.ricci1062@example.it;+393783078636;Catania;CT;Sicilia;PMI;2025-03-10;S005;Elena;Bianchi;elena.bianchi5@example.it;Toscana;P015;Microfono USB;Audio;SoundPeak;119.00;3;0.00;W03;Roma Est;Roma;RM;E-commerce;Carta;Consegnato;2024-03-26;0.00;357.00
OL00007804;O0003170;2024-10-08;C00872;Valentina;Romano;valentina.romano872@example.it;+393264410721;Verona;VR;Veneto;PMI;2021-09-20;S021;Simone;Ricci;simone.ricci21@example.it;Piemonte;P004;Tastiera Meccanica;Accessori;KeyForge;109.00;2;5.00;W01;Milano Nord;Milano;MI;Telefono;Carta;Consegnato;2024-10-13;19.90;227.00
OL00007805;O0003170;2024-10-08;C00872;Valentina;Romano;valentina.romano872@example.it;+393264410721;Verona;VR;Veneto;PMI;2021-09-20;S021;Simone;Ricci;simone.ricci21@example.it;Piemonte;P013;Webcam Full HD;Video;Visionix;69.00;7;0.00;W01;Milano Nord;Milano;MI;Telefono;Carta;Consegnato;2024-10-13;19.90;502.90
OL00007806;O0003170;2024-10-08;C00872;Valentina;Romano;valentina.romano872@example.it;+393264410721;Verona;VR;Veneto;PMI;2021-09-20;S021;Simone;Ricci;simone.ricci21@example.it;Piemonte;P008;NAS 2-Bay;Archiviazione;DataSafe;289.00;4;5.00;W01;Milano Nord;Milano;MI;Telefono;Carta;Consegnato;2024-10-13;12.90;1111.10
